State,District,Year,final_annual
TAMIL NADU,TIRUPPUR,1903,624.7073213
TAMIL NADU,TIRUPPUR,1904,355.9098074
TAMIL NADU,TIRUPPUR,1905,440.7141348
TAMIL NADU,TIRUPPUR,1906,531.4762347
TAMIL NADU,TIRUPPUR,1907,475.333623
TAMIL NADU,TIRUPPUR,1908,410.6032312
TAMIL NADU,TIRUPPUR,1909,512.3684242
TAMIL NADU,TIRUPPUR,1910,506.5179991
TAMIL NADU,TIRUPPUR,1911,437.3863701
TAMIL NADU,TIRUPPUR,1912,485.2632436
TAMIL NADU,TIRUPPUR,1913,471.6838165
TAMIL NADU,TIRUPPUR,1914,511.6706671
TAMIL NADU,TIRUPPUR,1915,530.5637831
TAMIL NADU,TIRUPPUR,1916,481.6671107
TAMIL NADU,TIRUPPUR,1917,508.9869858
TAMIL NADU,TIRUPPUR,1918,467.8729891
TAMIL NADU,TIRUPPUR,1919,552.0869067
TAMIL NADU,TIRUPPUR,1920,619.5009797
TAMIL NADU,TIRUPPUR,1921,525.6794832
TAMIL NADU,TIRUPPUR,1922,579.9435181
TAMIL NADU,TIRUPPUR,1923,447.6917061
TAMIL NADU,TIRUPPUR,1924,480.4326173
TAMIL NADU,TIRUPPUR,1925,543.8748421
TAMIL NADU,TIRUPPUR,1926,437.7620855
TAMIL NADU,TIRUPPUR,1927,445.4374138
TAMIL NADU,TIRUPPUR,1928,521.0635515
TAMIL NADU,TIRUPPUR,1929,524.7670316
TAMIL NADU,TIRUPPUR,1930,684.5534132
TAMIL NADU,TIRUPPUR,1931,558.0983527
TAMIL NADU,TIRUPPUR,1932,595.6698902
TAMIL NADU,TIRUPPUR,1933,542.5866751
TAMIL NADU,TIRUPPUR,1934,450.6974291
TAMIL NADU,TIRUPPUR,1935,479.7885338
TAMIL NADU,TIRUPPUR,1936,506.9473881
TAMIL NADU,TIRUPPUR,1937,547.5246486
TAMIL NADU,TIRUPPUR,1938,420.371831
TAMIL NADU,TIRUPPUR,1939,566.6861327
TAMIL NADU,TIRUPPUR,1940,632.5436706
TAMIL NADU,TIRUPPUR,1941,540.4397301
TAMIL NADU,TIRUPPUR,1942,454.7766246
TAMIL NADU,TIRUPPUR,1943,637.2669496
TAMIL NADU,TIRUPPUR,1944,658.8974205
TAMIL NADU,TIRUPPUR,1945,420.80122
TAMIL NADU,TIRUPPUR,1946,694.5903811
TAMIL NADU,TIRUPPUR,1947,504.2637068
TAMIL NADU,TIRUPPUR,1948,486.6587578
TAMIL NADU,TIRUPPUR,1949,451.2341653
TAMIL NADU,TIRUPPUR,1950,401.2103468
TAMIL NADU,TIRUPPUR,1951,458.9631673
TAMIL NADU,TIRUPPUR,1952,384.5178495
TAMIL NADU,TIRUPPUR,1953,519.56069
TAMIL NADU,TIRUPPUR,1954,545.4850508
TAMIL NADU,TIRUPPUR,1955,569.2624667
TAMIL NADU,TIRUPPUR,1956,531.2078666
TAMIL NADU,TIRUPPUR,1957,465.2966551
TAMIL NADU,TIRUPPUR,1958,457.5676531
TAMIL NADU,TIRUPPUR,1959,480.0032283
TAMIL NADU,TIRUPPUR,1960,544.1968838
TAMIL NADU,TIRUPPUR,1961,488.8057028
TAMIL NADU,TIRUPPUR,1962,505.390853
TAMIL NADU,TIRUPPUR,1963,575.810649
TAMIL NADU,TIRUPPUR,1964,488.7520292
TAMIL NADU,TIRUPPUR,1965,494.7634752
TAMIL NADU,TIRUPPUR,1966,626.3175301
TAMIL NADU,TIRUPPUR,1967,482.5795623
TAMIL NADU,TIRUPPUR,1968,423.6995957
TAMIL NADU,TIRUPPUR,1969,516.2329252
TAMIL NADU,TIRUPPUR,1970,505.6592211
TAMIL NADU,TIRUPPUR,1971,562.2848955
TAMIL NADU,TIRUPPUR,1972,586.8674157
TAMIL NADU,TIRUPPUR,1973,460.7880706
TAMIL NADU,TIRUPPUR,1974,350.381424
TAMIL NADU,TIRUPPUR,1975,495.7296005
TAMIL NADU,TIRUPPUR,1976,461.0027651
TAMIL NADU,TIRUPPUR,1977,668.7733675
TAMIL NADU,TIRUPPUR,1978,536.0921665
TAMIL NADU,TIRUPPUR,1979,592.2347782
TAMIL NADU,TIRUPPUR,1980,380.5996749
TAMIL NADU,TIRUPPUR,1981,561.3724438
TAMIL NADU,TIRUPPUR,1982,364.2292192
TAMIL NADU,TIRUPPUR,1983,540.8691191
TAMIL NADU,TIRUPPUR,1984,549.5105727
TAMIL NADU,TIRUPPUR,1985,570.8190018
TAMIL NADU,TIRUPPUR,1986,511.5096462
TAMIL NADU,TIRUPPUR,1987,517.1453768
TAMIL NADU,TIRUPPUR,1988,449.3555885
TAMIL NADU,TIRUPPUR,1989,459.7145981
TAMIL NADU,TIRUPPUR,1990,484.780181
TAMIL NADU,TIRUPPUR,1991,512.4757715
TAMIL NADU,TIRUPPUR,1992,493.0995928
TAMIL NADU,TIRUPPUR,1993,580.9096433
TAMIL NADU,TIRUPPUR,1994,486.2293688
TAMIL NADU,TIRUPPUR,1995,452.6833532
TAMIL NADU,TIRUPPUR,1996,573.9857457
TAMIL NADU,TIRUPPUR,1997,510.1678056
TAMIL NADU,TIRUPPUR,1998,579.5141291
TAMIL NADU,TIRUPPUR,1999,495.1928642
TAMIL NADU,TIRUPPUR,2000,521.707635
TAMIL NADU,TIRUPPUR,2001,259.4583032
TAMIL NADU,TIRUPPUR,2002,170.6821275
TAMIL NADU,TIRUPPUR,2003,187.0525831
TAMIL NADU,TIRUPPUR,2004,556.917533
TAMIL NADU,TIRUPPUR,2005,732.8060021
TAMIL NADU,TIRUPPUR,2006,498.0375663
TAMIL NADU,TIRUPPUR,2007,572.804926
TAMIL NADU,TIRUPPUR,2008,645.9084032
TAMIL NADU,TIRUPPUR,2009,498.3596081
TAMIL NADU,TIRUPPUR,2010,587.833541
TAMIL NADU,TIRUPPUR,2011,497.2861356
TAMIL NADU,TIRUPPUR,2012,341.4179286
TAMIL NADU,TIRUPPUR,2013,270.3
TAMIL NADU,TIRUPPUR,2014,751.1
TAMIL NADU,TIRUPPUR,2015,646.5524867
TAMIL NADU,TIRUPPUR,2016,382.1
TAMIL NADU,TIRUPPUR,2017,622.6
TAMIL NADU,TIRUVALLUR,1901,1230.838
TAMIL NADU,TIRUVALLUR,1902,1240.417
TAMIL NADU,TIRUVALLUR,1903,1933.185
TAMIL NADU,TIRUVALLUR,1904,606.555
TAMIL NADU,TIRUVALLUR,1905,1017.24
TAMIL NADU,TIRUVALLUR,1906,1097.493
TAMIL NADU,TIRUVALLUR,1907,939.825
TAMIL NADU,TIRUVALLUR,1908,916.19
TAMIL NADU,TIRUVALLUR,1909,896.222
TAMIL NADU,TIRUVALLUR,1910,1157.666
TAMIL NADU,TIRUVALLUR,1911,870.576
TAMIL NADU,TIRUVALLUR,1912,1340.991
TAMIL NADU,TIRUVALLUR,1913,869.174
TAMIL NADU,TIRUVALLUR,1914,1193.443
TAMIL NADU,TIRUVALLUR,1915,1195.131
TAMIL NADU,TIRUVALLUR,1916,1178.762
TAMIL NADU,TIRUVALLUR,1917,1060.767
TAMIL NADU,TIRUVALLUR,1918,1137.161
TAMIL NADU,TIRUVALLUR,1919,1117.456
TAMIL NADU,TIRUVALLUR,1920,947.014
TAMIL NADU,TIRUVALLUR,1921,1052.579
TAMIL NADU,TIRUVALLUR,1922,1282.351
TAMIL NADU,TIRUVALLUR,1923,593.125
TAMIL NADU,TIRUVALLUR,1924,943.937
TAMIL NADU,TIRUVALLUR,1925,1297.303
TAMIL NADU,TIRUVALLUR,1926,665.448
TAMIL NADU,TIRUVALLUR,1927,894.005
TAMIL NADU,TIRUVALLUR,1928,1142.523
TAMIL NADU,TIRUVALLUR,1929,891.242
TAMIL NADU,TIRUVALLUR,1930,1693.804
TAMIL NADU,TIRUVALLUR,1931,1263.811
TAMIL NADU,TIRUVALLUR,1932,828.169
TAMIL NADU,TIRUVALLUR,1933,853.524
TAMIL NADU,TIRUVALLUR,1934,961.038
TAMIL NADU,TIRUVALLUR,1935,1075.874
TAMIL NADU,TIRUVALLUR,1936,1009.155
TAMIL NADU,TIRUVALLUR,1937,1311.788
TAMIL NADU,TIRUVALLUR,1938,865.145
TAMIL NADU,TIRUVALLUR,1939,992.089
TAMIL NADU,TIRUVALLUR,1940,1121.361
TAMIL NADU,TIRUVALLUR,1941,1047.223
TAMIL NADU,TIRUVALLUR,1942,706.71
TAMIL NADU,TIRUVALLUR,1943,1414.434
TAMIL NADU,TIRUVALLUR,1944,1440.588
TAMIL NADU,TIRUVALLUR,1945,850.164
TAMIL NADU,TIRUVALLUR,1946,1782.513
TAMIL NADU,TIRUVALLUR,1947,822.997
TAMIL NADU,TIRUVALLUR,1948,867.567
TAMIL NADU,TIRUVALLUR,1949,1024.778
TAMIL NADU,TIRUVALLUR,1950,689.02
TAMIL NADU,TIRUVALLUR,1951,642.227
TAMIL NADU,TIRUVALLUR,1952,900.614
TAMIL NADU,TIRUVALLUR,1953,928.852
TAMIL NADU,TIRUVALLUR,1954,931.539
TAMIL NADU,TIRUVALLUR,1955,1121.224
TAMIL NADU,TIRUVALLUR,1956,1287.243
TAMIL NADU,TIRUVALLUR,1957,927.691
TAMIL NADU,TIRUVALLUR,1958,1088.694
TAMIL NADU,TIRUVALLUR,1959,880.924
TAMIL NADU,TIRUVALLUR,1960,1236.1
TAMIL NADU,TIRUVALLUR,1961,1016.165
TAMIL NADU,TIRUVALLUR,1962,1200.36
TAMIL NADU,TIRUVALLUR,1963,893.293
TAMIL NADU,TIRUVALLUR,1964,1106.319
TAMIL NADU,TIRUVALLUR,1965,1006.707
TAMIL NADU,TIRUVALLUR,1966,1464.786
TAMIL NADU,TIRUVALLUR,1967,1102.957
TAMIL NADU,TIRUVALLUR,1968,736.34
TAMIL NADU,TIRUVALLUR,1969,1202.838
TAMIL NADU,TIRUVALLUR,1970,1018.793
TAMIL NADU,TIRUVALLUR,1971,1015.278
TAMIL NADU,TIRUVALLUR,1972,1345.452
TAMIL NADU,TIRUVALLUR,1973,928.541
TAMIL NADU,TIRUVALLUR,1974,863.059
TAMIL NADU,TIRUVALLUR,1975,1214.36
TAMIL NADU,TIRUVALLUR,1976,1449.202
TAMIL NADU,TIRUVALLUR,1977,1328.711
TAMIL NADU,TIRUVALLUR,1978,1283.816
TAMIL NADU,TIRUVALLUR,1979,1194.913
TAMIL NADU,TIRUVALLUR,1980,837.285
TAMIL NADU,TIRUVALLUR,1981,1223.404
TAMIL NADU,TIRUVALLUR,1982,896.877
TAMIL NADU,TIRUVALLUR,1983,1145.348
TAMIL NADU,TIRUVALLUR,1984,1100.171
TAMIL NADU,TIRUVALLUR,1985,1494.555
TAMIL NADU,TIRUVALLUR,1986,898.288
TAMIL NADU,TIRUVALLUR,1987,966.276
TAMIL NADU,TIRUVALLUR,1988,1258.251
TAMIL NADU,TIRUVALLUR,1989,1094.377
TAMIL NADU,TIRUVALLUR,1990,1021.207
TAMIL NADU,TIRUVALLUR,1991,936.256
TAMIL NADU,TIRUVALLUR,1992,837.597
TAMIL NADU,TIRUVALLUR,1993,1358.952
TAMIL NADU,TIRUVALLUR,1994,1032.636
TAMIL NADU,TIRUVALLUR,1995,1157.373
TAMIL NADU,TIRUVALLUR,1996,1381.039
TAMIL NADU,TIRUVALLUR,1997,1337.8
TAMIL NADU,TIRUVALLUR,1998,1049.041
TAMIL NADU,TIRUVALLUR,1999,880.019
TAMIL NADU,TIRUVALLUR,2000,990.978
TAMIL NADU,TIRUVALLUR,2001,1065.882
TAMIL NADU,TIRUVALLUR,2002,969.852
TAMIL NADU,TIRUVALLUR,2003,401.52868
TAMIL NADU,TIRUVALLUR,2004,1060.6
TAMIL NADU,TIRUVALLUR,2005,2005.4
TAMIL NADU,TIRUVALLUR,2006,1162.2
TAMIL NADU,TIRUVALLUR,2007,1331.7
TAMIL NADU,TIRUVALLUR,2008,1418.7
TAMIL NADU,TIRUVALLUR,2009,948.0
TAMIL NADU,TIRUVALLUR,2010,1475.8
TAMIL NADU,TIRUVALLUR,2011,1067.478686
TAMIL NADU,TIRUVALLUR,2012,732.8906553
TAMIL NADU,TIRUVALLUR,2013,1251.9
TAMIL NADU,TIRUVALLUR,2014,890.7
TAMIL NADU,TIRUVALLUR,2015,1387.895116
TAMIL NADU,TIRUVALLUR,2016,599.8
TAMIL NADU,TIRUVALLUR,2017,1140.5
TAMIL NADU,TIRUVANNAMALAI,1901,1095.844
TAMIL NADU,TIRUVANNAMALAI,1902,1223.203
TAMIL NADU,TIRUVANNAMALAI,1903,1619.682
TAMIL NADU,TIRUVANNAMALAI,1904,636.07
TAMIL NADU,TIRUVANNAMALAI,1905,918.371
TAMIL NADU,TIRUVANNAMALAI,1906,978.12
TAMIL NADU,TIRUVANNAMALAI,1907,905.936
TAMIL NADU,TIRUVANNAMALAI,1908,675.198
TAMIL NADU,TIRUVANNAMALAI,1909,1053.49
TAMIL NADU,TIRUVANNAMALAI,1910,1186.147
TAMIL NADU,TIRUVANNAMALAI,1911,718.832
TAMIL NADU,TIRUVANNAMALAI,1912,1049.967
TAMIL NADU,TIRUVANNAMALAI,1913,863.133
TAMIL NADU,TIRUVANNAMALAI,1914,1000.991
TAMIL NADU,TIRUVANNAMALAI,1915,957.326
TAMIL NADU,TIRUVANNAMALAI,1916,1243.682
TAMIL NADU,TIRUVANNAMALAI,1917,1149.451
TAMIL NADU,TIRUVANNAMALAI,1918,837.158
TAMIL NADU,TIRUVANNAMALAI,1919,1101.521
TAMIL NADU,TIRUVANNAMALAI,1920,834.773
TAMIL NADU,TIRUVANNAMALAI,1921,898.394
TAMIL NADU,TIRUVANNAMALAI,1922,1176.357
TAMIL NADU,TIRUVANNAMALAI,1923,486.985
TAMIL NADU,TIRUVANNAMALAI,1924,873.187
TAMIL NADU,TIRUVANNAMALAI,1925,1079.655
TAMIL NADU,TIRUVANNAMALAI,1926,768.132
TAMIL NADU,TIRUVANNAMALAI,1927,761.493
TAMIL NADU,TIRUVANNAMALAI,1928,1065.007
TAMIL NADU,TIRUVANNAMALAI,1929,886.534
TAMIL NADU,TIRUVANNAMALAI,1930,1486.329
TAMIL NADU,TIRUVANNAMALAI,1931,1026.988
TAMIL NADU,TIRUVANNAMALAI,1932,941.654
TAMIL NADU,TIRUVANNAMALAI,1933,887.694
TAMIL NADU,TIRUVANNAMALAI,1934,982.503
TAMIL NADU,TIRUVANNAMALAI,1935,899.54
TAMIL NADU,TIRUVANNAMALAI,1936,972.762
TAMIL NADU,TIRUVANNAMALAI,1937,1115.227
TAMIL NADU,TIRUVANNAMALAI,1938,827.042
TAMIL NADU,TIRUVANNAMALAI,1939,1182.585
TAMIL NADU,TIRUVANNAMALAI,1940,1054.368
TAMIL NADU,TIRUVANNAMALAI,1941,940.754
TAMIL NADU,TIRUVANNAMALAI,1942,794.857
TAMIL NADU,TIRUVANNAMALAI,1943,1178.704
TAMIL NADU,TIRUVANNAMALAI,1944,1208.01
TAMIL NADU,TIRUVANNAMALAI,1945,619.583
TAMIL NADU,TIRUVANNAMALAI,1946,1531.201
TAMIL NADU,TIRUVANNAMALAI,1947,776.307
TAMIL NADU,TIRUVANNAMALAI,1948,787.645
TAMIL NADU,TIRUVANNAMALAI,1949,950.653
TAMIL NADU,TIRUVANNAMALAI,1950,609.834
TAMIL NADU,TIRUVANNAMALAI,1951,747.95
TAMIL NADU,TIRUVANNAMALAI,1952,895.287
TAMIL NADU,TIRUVANNAMALAI,1953,948.705
TAMIL NADU,TIRUVANNAMALAI,1954,888.095
TAMIL NADU,TIRUVANNAMALAI,1955,913.63
TAMIL NADU,TIRUVANNAMALAI,1956,1249.119
TAMIL NADU,TIRUVANNAMALAI,1957,794.088
TAMIL NADU,TIRUVANNAMALAI,1958,1084.13
TAMIL NADU,TIRUVANNAMALAI,1959,798.616
TAMIL NADU,TIRUVANNAMALAI,1960,997.595
TAMIL NADU,TIRUVANNAMALAI,1961,878.233
TAMIL NADU,TIRUVANNAMALAI,1962,1106.107
TAMIL NADU,TIRUVANNAMALAI,1963,1044.155
TAMIL NADU,TIRUVANNAMALAI,1964,1131.542
TAMIL NADU,TIRUVANNAMALAI,1965,954.415
TAMIL NADU,TIRUVANNAMALAI,1966,1446.716
TAMIL NADU,TIRUVANNAMALAI,1967,985.856
TAMIL NADU,TIRUVANNAMALAI,1968,617.425
TAMIL NADU,TIRUVANNAMALAI,1969,1183.581
TAMIL NADU,TIRUVANNAMALAI,1970,772.317
TAMIL NADU,TIRUVANNAMALAI,1971,1117.688
TAMIL NADU,TIRUVANNAMALAI,1972,1208.638
TAMIL NADU,TIRUVANNAMALAI,1973,861.529
TAMIL NADU,TIRUVANNAMALAI,1974,811.656
TAMIL NADU,TIRUVANNAMALAI,1975,1031.703
TAMIL NADU,TIRUVANNAMALAI,1976,987.176
TAMIL NADU,TIRUVANNAMALAI,1977,1295.315
TAMIL NADU,TIRUVANNAMALAI,1978,1096.664
TAMIL NADU,TIRUVANNAMALAI,1979,1086.639
TAMIL NADU,TIRUVANNAMALAI,1980,675.614
TAMIL NADU,TIRUVANNAMALAI,1981,1133.205
TAMIL NADU,TIRUVANNAMALAI,1982,635.328
TAMIL NADU,TIRUVANNAMALAI,1983,1117.874
TAMIL NADU,TIRUVANNAMALAI,1984,1000.156
TAMIL NADU,TIRUVANNAMALAI,1985,1202.738
TAMIL NADU,TIRUVANNAMALAI,1986,944.657
TAMIL NADU,TIRUVANNAMALAI,1987,894.642
TAMIL NADU,TIRUVANNAMALAI,1988,1294.372
TAMIL NADU,TIRUVANNAMALAI,1989,976.064
TAMIL NADU,TIRUVANNAMALAI,1990,928.916
TAMIL NADU,TIRUVANNAMALAI,1991,874.181
TAMIL NADU,TIRUVANNAMALAI,1992,826.836
TAMIL NADU,TIRUVANNAMALAI,1993,1190.123
TAMIL NADU,TIRUVANNAMALAI,1994,813.697
TAMIL NADU,TIRUVANNAMALAI,1995,1026.033
TAMIL NADU,TIRUVANNAMALAI,1996,1209.109
TAMIL NADU,TIRUVANNAMALAI,1997,1200.914
TAMIL NADU,TIRUVANNAMALAI,1998,1087.276
TAMIL NADU,TIRUVANNAMALAI,1999,833.736
TAMIL NADU,TIRUVANNAMALAI,2000,1080.868
TAMIL NADU,TIRUVANNAMALAI,2001,944.904
TAMIL NADU,TIRUVANNAMALAI,2002,880.302
TAMIL NADU,TIRUVANNAMALAI,2003,367.0967196
TAMIL NADU,TIRUVANNAMALAI,2004,1462.8
TAMIL NADU,TIRUVANNAMALAI,2005,1435.8
TAMIL NADU,TIRUVANNAMALAI,2006,924.5
TAMIL NADU,TIRUVANNAMALAI,2007,1192.8
TAMIL NADU,TIRUVANNAMALAI,2008,1155.4
TAMIL NADU,TIRUVANNAMALAI,2009,866.9
TAMIL NADU,TIRUVANNAMALAI,2010,1295.2
TAMIL NADU,TIRUVANNAMALAI,2011,975.9400593
TAMIL NADU,TIRUVANNAMALAI,2012,670.0436824
TAMIL NADU,TIRUVANNAMALAI,2013,897.5
TAMIL NADU,TIRUVANNAMALAI,2014,907.9
TAMIL NADU,TIRUVANNAMALAI,2015,1268.880081
TAMIL NADU,TIRUVANNAMALAI,2016,583.0
TAMIL NADU,TIRUVANNAMALAI,2017,1083.3
TAMIL NADU,TIRUVARUR,1901,1013.094
TAMIL NADU,TIRUVARUR,1902,1316.578
TAMIL NADU,TIRUVARUR,1903,1409.921
TAMIL NADU,TIRUVARUR,1904,577.113
TAMIL NADU,TIRUVARUR,1905,839.232
TAMIL NADU,TIRUVARUR,1906,1247.248
TAMIL NADU,TIRUVARUR,1907,1341.034
TAMIL NADU,TIRUVARUR,1908,676.652
TAMIL NADU,TIRUVARUR,1909,641.174
TAMIL NADU,TIRUVARUR,1910,912.713
TAMIL NADU,TIRUVARUR,1911,1036.028
TAMIL NADU,TIRUVARUR,1912,1026.067
TAMIL NADU,TIRUVARUR,1913,1422.776
TAMIL NADU,TIRUVARUR,1914,964.952
TAMIL NADU,TIRUVARUR,1915,1192.029
TAMIL NADU,TIRUVARUR,1916,1000.963
TAMIL NADU,TIRUVARUR,1917,1124.613
TAMIL NADU,TIRUVARUR,1918,1024.88
TAMIL NADU,TIRUVARUR,1919,1470.569
TAMIL NADU,TIRUVARUR,1920,1571.241
TAMIL NADU,TIRUVARUR,1921,1116.677
TAMIL NADU,TIRUVARUR,1922,992.284
TAMIL NADU,TIRUVARUR,1923,988.06
TAMIL NADU,TIRUVARUR,1924,777.871
TAMIL NADU,TIRUVARUR,1925,1189.189
TAMIL NADU,TIRUVARUR,1926,948.758
TAMIL NADU,TIRUVARUR,1927,836.095
TAMIL NADU,TIRUVARUR,1928,1357.596
TAMIL NADU,TIRUVARUR,1929,835.582
TAMIL NADU,TIRUVARUR,1930,1447.957
TAMIL NADU,TIRUVARUR,1931,1282.344
TAMIL NADU,TIRUVARUR,1932,1660.022
TAMIL NADU,TIRUVARUR,1933,1189.582
TAMIL NADU,TIRUVARUR,1934,918.021
TAMIL NADU,TIRUVARUR,1935,1083.143
TAMIL NADU,TIRUVARUR,1936,806.416
TAMIL NADU,TIRUVARUR,1937,1106.112
TAMIL NADU,TIRUVARUR,1938,789.743
TAMIL NADU,TIRUVARUR,1939,1198.286
TAMIL NADU,TIRUVARUR,1940,1154.768
TAMIL NADU,TIRUVARUR,1941,1281.764
TAMIL NADU,TIRUVARUR,1942,1006.104
TAMIL NADU,TIRUVARUR,1943,1092.703
TAMIL NADU,TIRUVARUR,1944,1269.291
TAMIL NADU,TIRUVARUR,1945,859.699
TAMIL NADU,TIRUVARUR,1946,1388.414
TAMIL NADU,TIRUVARUR,1947,1075.296
TAMIL NADU,TIRUVARUR,1948,812.285
TAMIL NADU,TIRUVARUR,1949,896.303
TAMIL NADU,TIRUVARUR,1950,829.699
TAMIL NADU,TIRUVARUR,1951,733.22
TAMIL NADU,TIRUVARUR,1952,743.3
TAMIL NADU,TIRUVARUR,1953,933.17
TAMIL NADU,TIRUVARUR,1954,1028.86
TAMIL NADU,TIRUVARUR,1955,1182.01
TAMIL NADU,TIRUVARUR,1956,1154.414
TAMIL NADU,TIRUVARUR,1957,923.764
TAMIL NADU,TIRUVARUR,1958,712.857
TAMIL NADU,TIRUVARUR,1959,904.743
TAMIL NADU,TIRUVARUR,1960,1087.24
TAMIL NADU,TIRUVARUR,1961,1059.441
TAMIL NADU,TIRUVARUR,1962,860.009
TAMIL NADU,TIRUVARUR,1963,1212.149
TAMIL NADU,TIRUVARUR,1964,782.466
TAMIL NADU,TIRUVARUR,1965,1295.837
TAMIL NADU,TIRUVARUR,1966,1383.963
TAMIL NADU,TIRUVARUR,1967,1143.136
TAMIL NADU,TIRUVARUR,1968,942.0
TAMIL NADU,TIRUVARUR,1969,919.192
TAMIL NADU,TIRUVARUR,1970,1310.8
TAMIL NADU,TIRUVARUR,1971,1204.348
TAMIL NADU,TIRUVARUR,1972,1373.671
TAMIL NADU,TIRUVARUR,1973,909.209
TAMIL NADU,TIRUVARUR,1974,707.094
TAMIL NADU,TIRUVARUR,1975,1185.142
TAMIL NADU,TIRUVARUR,1976,1089.633
TAMIL NADU,TIRUVARUR,1977,1486.218
TAMIL NADU,TIRUVARUR,1978,1199.086
TAMIL NADU,TIRUVARUR,1979,1176.046
TAMIL NADU,TIRUVARUR,1980,736.537
TAMIL NADU,TIRUVARUR,1981,1205.719
TAMIL NADU,TIRUVARUR,1982,761.158
TAMIL NADU,TIRUVARUR,1983,1409.231
TAMIL NADU,TIRUVARUR,1984,1093.171
TAMIL NADU,TIRUVARUR,1985,1595.759
TAMIL NADU,TIRUVARUR,1986,1022.388
TAMIL NADU,TIRUVARUR,1987,1063.792
TAMIL NADU,TIRUVARUR,1988,1483.995
TAMIL NADU,TIRUVARUR,1989,1007.535
TAMIL NADU,TIRUVARUR,1990,1095.141
TAMIL NADU,TIRUVARUR,1991,779.1
TAMIL NADU,TIRUVARUR,1992,1010.237
TAMIL NADU,TIRUVARUR,1993,1273.241
TAMIL NADU,TIRUVARUR,1994,853.724
TAMIL NADU,TIRUVARUR,1995,805.736
TAMIL NADU,TIRUVARUR,1996,1272.872
TAMIL NADU,TIRUVARUR,1997,1216.603
TAMIL NADU,TIRUVARUR,1998,994.802
TAMIL NADU,TIRUVARUR,1999,720.433
TAMIL NADU,TIRUVARUR,2000,1203.814
TAMIL NADU,TIRUVARUR,2001,1172.974
TAMIL NADU,TIRUVARUR,2002,1069.793
TAMIL NADU,TIRUVARUR,2003,403.9871475
TAMIL NADU,TIRUVARUR,2004,1843.7
TAMIL NADU,TIRUVARUR,2005,1306.3
TAMIL NADU,TIRUVARUR,2006,1047.5
TAMIL NADU,TIRUVARUR,2007,1415.1
TAMIL NADU,TIRUVARUR,2008,1610.5
TAMIL NADU,TIRUVARUR,2009,1414.7
TAMIL NADU,TIRUVARUR,2010,1797.0
TAMIL NADU,TIRUVARUR,2011,1074.014612
TAMIL NADU,TIRUVARUR,2012,737.3779757
TAMIL NADU,TIRUVARUR,2013,859.6
TAMIL NADU,TIRUVARUR,2014,1242.1
TAMIL NADU,TIRUVARUR,2015,1396.392878
TAMIL NADU,TIRUVARUR,2016,553.5
TAMIL NADU,TIRUVARUR,2017,1038.7
TAMIL NADU,TOOTHUKUDI,1901,1130.837
TAMIL NADU,TOOTHUKUDI,1902,1237.672
TAMIL NADU,TOOTHUKUDI,1903,1130.881
TAMIL NADU,TOOTHUKUDI,1904,696.534
TAMIL NADU,TOOTHUKUDI,1905,751.973
TAMIL NADU,TOOTHUKUDI,1906,822.548
TAMIL NADU,TOOTHUKUDI,1907,882.477
TAMIL NADU,TOOTHUKUDI,1908,854.294
TAMIL NADU,TOOTHUKUDI,1909,815.682
TAMIL NADU,TOOTHUKUDI,1910,1074.467
TAMIL NADU,TOOTHUKUDI,1911,917.039
TAMIL NADU,TOOTHUKUDI,1912,1388.94
TAMIL NADU,TOOTHUKUDI,1913,734.591
TAMIL NADU,TOOTHUKUDI,1914,1039.748
TAMIL NADU,TOOTHUKUDI,1915,942.909
TAMIL NADU,TOOTHUKUDI,1916,944.254
TAMIL NADU,TOOTHUKUDI,1917,762.223
TAMIL NADU,TOOTHUKUDI,1918,911.015
TAMIL NADU,TOOTHUKUDI,1919,829.756
TAMIL NADU,TOOTHUKUDI,1920,1239.725
TAMIL NADU,TOOTHUKUDI,1921,1223.292
TAMIL NADU,TOOTHUKUDI,1922,1151.529
TAMIL NADU,TOOTHUKUDI,1923,805.194
TAMIL NADU,TOOTHUKUDI,1924,1136.522
TAMIL NADU,TOOTHUKUDI,1925,1165.524
TAMIL NADU,TOOTHUKUDI,1926,701.848
TAMIL NADU,TOOTHUKUDI,1927,1135.562
TAMIL NADU,TOOTHUKUDI,1928,864.587
TAMIL NADU,TOOTHUKUDI,1929,1216.669
TAMIL NADU,TOOTHUKUDI,1930,1188.037
TAMIL NADU,TOOTHUKUDI,1931,832.044
TAMIL NADU,TOOTHUKUDI,1932,922.372
TAMIL NADU,TOOTHUKUDI,1933,999.765
TAMIL NADU,TOOTHUKUDI,1934,645.969
TAMIL NADU,TOOTHUKUDI,1935,1004.497
TAMIL NADU,TOOTHUKUDI,1936,1093.878
TAMIL NADU,TOOTHUKUDI,1937,906.418
TAMIL NADU,TOOTHUKUDI,1938,809.874
TAMIL NADU,TOOTHUKUDI,1939,939.173
TAMIL NADU,TOOTHUKUDI,1940,1135.857
TAMIL NADU,TOOTHUKUDI,1941,896.591
TAMIL NADU,TOOTHUKUDI,1942,989.758
TAMIL NADU,TOOTHUKUDI,1943,882.442
TAMIL NADU,TOOTHUKUDI,1944,1230.222
TAMIL NADU,TOOTHUKUDI,1945,803.008
TAMIL NADU,TOOTHUKUDI,1946,1051.785
TAMIL NADU,TOOTHUKUDI,1947,1103.748
TAMIL NADU,TOOTHUKUDI,1948,987.377
